"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52"
"31",9999,9999,9999,9999,9999,9999,8139.70957283787,6154.83155191189,292.654499980651,9999,359.921796976036,510.133457362049,132.089200357294,9999,9999,9999,9999,9885.03618176055,9999,7759.9005500433,1289.10832779991,1396.38946133044,1476.67628221273,1968.09387621896,821.061823450546,321.933981897025,9999,9999,9999,6504.54662915726,9999,9999,3005.28314056989,1472.39043302892,8325.0865811029,1401.92693387335,421.105439265810,525.052463057804,259.271179338241,9999,9999,9999,9999,9999,6720.43911574408,4773.11836395656,4825.88359926625,69.7559291103189,746.451380096716,482.551458045567,433.868550891571,136.781965412923
"32",9999,9999,9999,7808.82580132056,5331.21925521301,9999,9999,4874.35779151051,1553.49264941672,568.745101269238,2061.77493541395,137.063652405385,217.174836639617,9999,9999,9999,9999,9999,6400.73931412635,9999,4254.65287044127,1136.96609890296,1213.09187106762,1204.42817124652,355.542623429981,703.293130116853,9999,9999,9999,9999,5958.86334900603,9999,9631.90892883163,7447.94169727657,4563.11488057797,1644.37925511468,423.738671827916,139.447926862662,235.396464510932,9999,9999,9999,9999,9999,9999,6207.74188556856,3472.77144068597,1788.54590973849,1264.11964824461,556.596852328087,226.532043068858,69.2808973021752
"33",9999,9999,9999,9999,9999,9999,9999,5564.97687672764,3373.2993974656,1077.24394141950,908.041572430315,1148.79557797926,407.656313361801,9999,9999,9999,9999,9999,9999,8392.20022185654,9999,1323.66975452367,2996.92005752368,426.236474247123,147.539776127482,192.628513678664,9999,9999,9999,9999,9999,9999,9999,3406.78819420707,1865.63292864335,1213.02645256735,813.126660805632,399.744994069105,641.352213484288,9999,9999,9999,9999,9999,7061.60425164435,4103.80678109725,2498.12439901134,1447.19416631849,1351.42938571323,771.445939885078,437.24424230116,500.794260383938
"34",9999,9999,9999,9999,9999,9377.5010909316,4170.49719707582,3049.0333507362,886.877935406633,2348.7320791684,1017.21634344141,827.794596955765,115.987170048544,9999,9999,9999,9999,9999,4541.45009929072,9735.90355332715,3094.27873488872,2852.61180633402,3548.88087882211,995.449373781247,155.043860548806,292.518112048706,9999,9999,9999,9999,9999,6340.43231486701,6550.87409522145,1514.15018094423,8016.20380516352,2050.43853186207,476.566990135648,235.310823253772,495.996228190604,9999,9999,9999,9999,9999,9999,9999,6275.00540024307,5539.12945565462,1915.99478977307,1119.91277057930,121.749460083918,336.690827509005
"35",9999,9999,9999,9999,9999,8573.30633455702,6026.38551777775,7054.82164691642,1279.39009293473,1442.77312001939,1610.47493353969,1295.06515730821,126.071660478969,9999,9999,9999,9999,9999,6429.95264074748,7382.60428177999,1606.62364551809,5458.61594848714,6529.64307354552,958.512138091872,287.265257368799,726.498096698116,9999,9999,9999,9999,9999,9999,9999,9999,3587.30775632253,4211.39143676249,925.757992241304,506.986159417364,570.92415593184,9999,9999,9999,9999,7795.45571465851,9999,6381.30220675492,2542.08484568597,1463.06090284200,2143.75571427869,539.69753637106,572.1371251836,196.355190267200
"36",9999,9999,9999,9999,9999,2842.77766609294,9100.1062064441,3696.78926970046,2457.85578697917,3107.38067868764,1347.53909986414,290.369574828831,210.36426736315,9999,9999,9999,9999,9999,9999,9069.60327951839,3203.27490749411,7142.93222960614,1750.29022033711,1675.48482678032,486.55802314055,154.028375383044,9999,9999,9999,9999,9999,9999,7359.19020877148,4454.39021906808,5474.18865628667,2471.58101474773,534.07912209256,437.143983704874,140.354314997134,9999,9999,9999,9999,9999,9999,3760.75541615010,2163.60495864461,5709.94256634171,437.840988038998,503.90574683779,623.270425753518,436.05286720182
"37",9999,9999,9999,9999,9999,9430.81943893523,7963.63183829411,9999,3263.55389824709,1298.57315103264,447.889057584794,313.372578237504,76.7775927417737,9999,9999,9999,9999,9999,3176.16035311670,7714.37158345512,7648.14957782222,3254.65178091455,1037.58957841966,763.57641861146,906.640397004691,164.069672656048,9999,9999,9999,9999,9999,9999,4797.43566219064,3268.4926228302,1585.40393456663,1270.65650595189,1668.4958121076,565.747974610383,262.655761824693,9999,9999,9999,1486.43953770326,9999,9999,2657.39550801015,4707.5834610816,1853.14393028211,2383.90154056369,581.530323641268,262.143548016968,253.992913405715
"38",9999,9999,9999,9999,3789.11714702579,9999,9999,8097.08938865143,7124.529113601,584.856244077113,719.674815393314,205.845959861470,259.748874623930,9999,9999,9999,9999,9999,9999,9999,3623.86598634050,1749.49347194090,2909.51110284246,395.405431786743,439.683035800081,603.234134915406,9999,9999,9999,9999,9999,7464.2465835002,3720.95956372183,9999,974.96297746466,2680.87041920867,2292.82976762877,803.680914246627,652.174534983626,9999,9999,9999,9999,9999,9999,8398.8568661487,7762.6035324464,1257.25339618779,1140.82425425964,841.293578924307,906.745783979182,1488.57677407592
"39",9999,9999,9999,9999,9999,9999,5491.8966274158,213.681671775448,1667.42064247738,1437.90312742258,1286.31835035775,307.236883530757,156.144669651489,9999,9999,9999,9999,9999,6233.34519123083,2241.10760340410,4531.46367492094,2334.7712748788,3348.0723715397,704.329238971864,712.500061054879,1026.89032455568,9999,9999,5728.2101811218,9999,9999,9999,6236.23859949732,3917.60319586356,6687.30220825388,1067.12795395048,801.368561039716,1234.85152114411,626.325590008052,9999,9999,9999,9999,9999,9999,9999,928.143963200666,1192.69204278121,1078.89425264132,807.089765862923,530.858407361743,220.629445392365
"40",9999,9999,9999,9999,9999,9999,9999,7515.71581142544,9999,1224.38788829643,3403.88541345595,690.598213800885,243.42588037671,9999,9999,9999,9999,9999,9999,9999,817.322848506241,1992.47437383695,786.905371965745,969.90705568270,706.003136361505,200.224425299844,9999,9999,9999,9999,9999,4191.15123272449,9999,3069.72641867066,1102.29988187067,1776.81583310292,1192.05203562402,365.398747231648,685.78210995442,9999,9978.84114200336,9999,9999,9999,9999,9999,2375.09383580958,3539.97712355329,3476.24715773037,1895.17758467084,268.594491239033,190.497967542329
"41",9999,9999,9999,9999,9999,9999,5228.87881188286,2526.1095165583,2978.84379731242,1825.82602054017,1185.1711944423,351.665887540261,182.142268078716,9999,9999,9999,9999,9999,9999,8506.38601978539,1038.89728837268,2209.11505760059,3176.21100767587,1009.36190833511,956.242791763475,268.820297055245,9999,9999,9999,9999,9999,9999,9384.12283131416,2377.12414669420,3224.92475149591,1015.01800212462,960.781408866395,872.963693425895,326.059443943432,9999,9999,9999,5683.79710334544,9999,5770.05367133752,9999,2931.87263683516,3798.77478455588,879.920051975362,904.186777314195,48.2007595944898,156.265239206656
"42",9999,9999,9999,9999,9999,2824.29055399137,2272.08734785250,3193.97181631114,2511.99931036508,2442.93680018112,656.74024365486,1195.54910122026,349.915637818128,9999,9999,9999,9999,3763.74873396846,9999,9999,1424.17917889771,1279.25282091321,3686.24774716453,3803.09487292457,632.73577390072,164.634851962838,9999,9999,9999,9999,9999,9999,9999,9999,4516.37044698553,685.143970230221,462.503787448131,543.633843076772,344.549629756414,9999,9999,9999,9999,8745.89797518239,9833.92085041327,2942.72386188515,6642.61136244278,787.615695907822,540.934963397559,513.667048007124,573.922116350645,771.759524883992
"43",9999,9999,9999,9999,9320.23145236373,9999,4248.10197328828,4306.23892969639,2966.10337388587,1834.19573300191,1988.04264173728,195.269301079477,253.028206155145,9999,9999,9999,8572.9546855576,9999,9999,1659.15044821146,1457.41800168543,261.332245922555,3220.89370753098,1447.68037529077,627.563525996607,268.280187838206,9999,9999,9999,9999,9999,9999,4436.54015867316,2371.93660426248,9224.22892725821,958.382577709772,1363.28774593135,395.347818306891,595.641647536033,9999,9999,9999,9999,9887.8164741934,2378.04541697648,5138.32698696635,3466.14301768867,6384.9503229142,2517.90770277267,630.375025433638,449.230943985672,379.438500391867
"44",9999,9999,9999,9999,9999,9999,5366.00249294283,9999,829.639961502211,104.721225568418,875.647237782559,328.076643339246,709.451991067499,9999,9999,9999,9999,9999,9999,9999,3916.84317452034,731.594866320914,855.78356573927,697.976728196194,331.586203384914,291.244570195505,9999,9999,9999,9999,9999,4714.6719104128,5505.93297303938,4583.26842963751,2996.99013462517,2410.28705793706,483.246448985297,488.570342880140,319.554432703804,9999,9999,9999,9999,9978.09165799548,1087.00665401665,7924.04459196275,892.693019653919,1802.16197602181,124.409991525738,2677.81196347678,713.00384337295,479.612934167641
"45",9999,9999,9999,9999,9999,8196.43099327378,9999,5651.79221436749,2436.31063391087,3421.80978840400,862.5736027245,662.383896318089,308.466185707968,9999,9999,3805.22798933171,9999,9999,9999,9999,6978.3064973856,2616.81247501170,2099.37921489634,542.243652206998,380.707118476978,83.2885831402285,9999,9999,9999,9999,9999,5837.10878658939,1226.46594281669,8913.74891270589,6040.65822911566,2428.19930771941,1958.16565798012,520.224011080857,1286.25829782811,9999,9999,9999,9999,9999,9999,9170.17172200689,9999,8233.49770826225,1980.12012380793,2075.74028474429,478.774732423715,410.777026969761
"46",9999,9999,9999,9999,9999,9999,6437.49836002738,1418.43681782470,67.5146370177151,2002.97481788083,1025.76910648185,208.028813419658,381.822407468737,9999,9999,9999,9999,9999,9999,9999,1675.85519288868,3295.93475612045,2149.21548427264,482.682315675033,346.141095791625,292.842782337667,9999,9999,9999,9999,9999,9999,9999,3222.781549795,1816.3887298278,856.157149824623,2132.60803739250,1271.78331376441,209.321526509037,9999,9999,9999,9999,9999,9999,2014.26299948006,3892.32858614209,632.184647684256,2345.75062231071,872.604242592741,215.170778213653,250.633990210355
